"","LocationID","Long","Lat","close_class","Jan_temp","Feb_temp","March_temp","April_temp","May_temp","June_temp","July_temp","Aug_temp","Sept_temp","Oct_temp","Nov_temp","Dec_temp","Average_annual_temp"
"346",2076,-107,54,"0.1",-19.325,-15.8,-9.375,2.025,9.975,14.7,16.9,15.175,9.5,3.575,-8,-15.55,0.316666666666666
"347",2077,-107,57,"0.1",-22.825,-18.75,-12.15,-0.8,7.15,13.2,15.8,14.1,7.75,1.225,-10.7,-20.2,-2.18333333333333
"348",2079,-21,65,"0.1",-2.575,-2.15,-1.95,0.45,4,6.975,8.8,8.575,5.575,2.275,-0.825,-2.325,2.23541666666667
"349",2080,-4,56.8333333333333,"0.1",-1.2,-0.775,2.175,3.6,6.925,11.325,13.225,12.6,8.925,5.9,2.5,0,5.43333333333333
"350",2081,-1.5,53,"0.1",3.025,3.425,5.725,8.125,11.525,14.775,16.4,15.9,13.525,10.075,5.975,4.025,9.375
"351",2082,-4,56,"0.1",2.15,2.3,4.45,6.6,9.8,13.025,14.25,13.925,11.375,8.7,4.75,3,7.86041666666667
"352",2083,7.53333333333333,47.2166666666667,"0.1",-0.6,0.5,3.6,7.1,11.2,14.6,16.7,16.2,13.5,8.9,3.6,0.4,7.975
"353",2084,33.0166666666667,67.9166666666667,"0.1",-12.85,-12.85,-7.95,-2.75,3.1,9.4,12.75,10.95,5.9,0.05,-6,-10.5,-0.895833333333333
"354",2085,11,51,"0.1",-0.65,-0.275,3.45,7.6,12.25,15.475,17.175,16.75,13.4,8.75,3.875,0.85,8.22083333333333
"355",10000,-69.45,44.1666666666667,"0.1",-6.35,-5.3,0,6.05,12.2,17.3,20.35,19.5,15.05,9.25,3.55,-3.45,7.34583333333333
"356",10001,-78,43.5,"0.1",-5.2,-4.575,0.3,7.1,12.9,18.25,21.25,20.375,16.2,10.25,4.275,-2.2,8.24375
"357",10002,-66.8666666666667,45.9166666666667,"0.1",-9.6,-8.5,-2.9,3.8,10.5,15.7,18.7,17.7,13,7.3,1.3,-6.7,5.025
"358",10003,-50.5,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",10004,-55.5,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",10006,-68.6666666666667,41.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",10007,-3,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",10010,-64.75,49.6666666666667,"0.5",-11.2,-10.55,-5.8,0.2,5.96666666666667,11.8166666666667,15.5833333333333,14.4666666666667,10.1,4.66666666666667,-0.683333333333333,-7.53333333333333,2.25277777777778
"363",10011,-6.5,55.1333333333333,"0.1",3.15,3.3,5.25,6.95,10,12.9,14.25,13.5,12,9.15,5.75,4.05,8.35416666666667
"364",10013,-22,64,"0.1",-0.45,0.125,0.475,2.775,6.125,8.7,10.55,10.175,7.45,4.3,1.275,-0.2,4.275
"365",10014,-2.66666666666667,57.0833333333333,"0.1",1.85,1.8,3.85,5.95,8.7,12,13.3,12.95,11.05,8.25,4.4,2.75,7.2375
"366",10017,-59,47.9166666666667,"0.1",-6.2,-7.3,-4.45,0.15,4.55,9.15,13.55,14.35,10.8,6,1.6,-3.35,3.2375
"367",10018,-61,46.5,"0.1",-6.1,-7.05,-3.6,1.35,7,12.575,16.85,16.475,12.35,7.15,2.725,-2.675,4.75416666666667
"368",10019,-65.5,46.9666666666667,"0.1",-10.25,-9.05,-3.65,2.95,9.7,15.65,19.1,17.9,12.8,6.95,0.75,-7.1,4.64583333333333
"369",10020,-65.0833333333333,46,"0.1",-8.45,-7.8,-2.75,3.5,9.9,15.3,18.7,17.65,13,7.5,1.85,-5.6,5.23333333333333
"370",10021,-67.5,47.5833333333333,"0.1",-13.5,-11.8,-5.85,1.65,8.55,14.1,17.05,15.45,10.75,4.95,-1.6,-10.25,2.45833333333333
"371",10022,-3.66666666666667,56.4166666666667,"0.1",1.45,1.7,4.2,6.3,9.4,13,14.4,13.95,11.1,8.2,4.4,2.45,7.54583333333333
"372",10024,-67.3333333333333,47.1666666666667,"0.1",-12.875,-11.3,-5.4,2.025,9.1,14.575,17.5,15.975,11.25,5.3,-1.175,-9.675,2.94166666666667
"373",10025,-67.25,49.4166666666667,"0.1",-13.6,-12.1,-6.2,0.5,6.9,12.8,15.9,14.7,10.1,4.3,-1.8,-10.3,1.76666666666667
"374",10026,-57,52,"0.1",-12.975,-12.55,-8.3,-2.975,1.75,6.175,10.5,10.625,7.175,2.1,-2.65,-9.25,-0.864583333333333
"375",10028,-72.25,43.9166666666667,"0.1",-9.1,-7.7,-2.1,4.8,11.3,16.2,18.8,17.6,13.2,7.3,1.3,-6,5.46666666666667
"376",10032,123,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",10034,-87,44,"0.1",-6.15,-4.875,0.1,6.325,11.75,16.9,20.2,19.725,15.825,9.975,3.475,-3.15,7.50833333333333
"378",10037,5.78333333333333,52.8333333333333,"0.1",1.9,2.1,4.55,6.3,11.6,14.6,16.2,16.35,14,10.4,6,3.15,8.92916666666667
"379",10038,-118.666666666667,37.1666666666667,"0.1",-4.15,-4.875,-5.1,-2.775,1.225,6.125,10.1,9.725,6.65,3,-1.525,-3.775,1.21875
"380",10040,-118.683333333333,37.2166666666667,"0.1",-4.8,-5.8,-6.2,-4,0,4.9,8.9,8.6,5.6,2.1,-2.3,-4.4,0.216666666666667
"381",10042,-118.383333333333,36.75,"0.1",-4.5,-5.5,-6,-3.7,0.2,5.2,9.2,8.8,5.9,2.3,-2.1,-4.2,0.466666666666667
"382",10044,-118.75,37.1333333333333,"0.1",-4.2,-5.1,-5.6,-3.3,0.6,5.5,9.5,9.2,6.2,2.7,-1.7,-3.8,0.833333333333333
"383",10045,-118.716666666667,37.15,"0.1",-4.2,-5.1,-5.6,-3.3,0.6,5.5,9.5,9.2,6.2,2.7,-1.7,-3.8,0.833333333333333
"384",10048,-83.8833333333333,44.55,"0.1",-8.5,-7.8,-2.3,5.2,11.6,16.6,19.6,18.1,13.9,7.9,1.5,-5.2,5.88333333333333
"385",10049,-119.35,38.1666666666667,"0.1",-4.25,-4.3,-3.7,-1.1,3,7.7,11.55,11.3,7.95,4,-0.9,-3.6,2.30416666666667
"386",10051,-118.7,37.25,"0.1",-4.8,-5.8,-6.2,-4,0,4.9,8.9,8.6,5.6,2.1,-2.3,-4.4,0.216666666666667
"387",10055,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",10056,-9,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",10057,-18,65,"0.1",-5.175,-4.775,-4.55,-2.275,1.4,4.625,6.475,6.175,3.025,-0.525,-3.575,-4.925,-0.341666666666667
"390",10060,-130,52.5,"0.5",2.1,3.25,4.25,6.25,8.75,11.2,13.15,13.5,11.85,8.5,4.7,2.7,7.51666666666667
"391",10063,-153,59,"0.5",-5.31428571428571,-5.11428571428571,-2.77142857142857,0.814285714285714,5.48571428571429,9.55714285714286,12.2571428571429,12.0857142857143,8.67142857142857,2.52857142857143,-2.04285714285714,-4.7,2.62142857142857
"392",10065,-123.2,49.15,"0.1",3.2,4.5,6.4,9.2,12.4,15.2,17.3,17.2,14.3,10.2,6.4,4,10.025
"393",10066,-127.833333333333,52.1166666666667,"0.1",1.3,2.65,3.5,5.5,8.65,11.5,13.75,14.2,12.1,8.35,4.2,2.2,7.325
"394",10067,-126,50.8333333333333,"0.1",-0.8,0.4,1.6,3.875,7.275,10.25,12.475,12.775,9.95,6.05,1.6,-0.875,5.38125
"395",10068,-122.683333333333,47.3666666666667,"0.1",3.7,5.5,6.8,9.3,12.5,15.4,17.5,17.8,15.3,10.9,6.9,4.5,10.5083333333333
"396",10069,-131,53,"0.5",3.4,4.1,4.6,6,8.33333333333333,10.8666666666667,13.0666666666667,13.8666666666667,12.4333333333333,9.23333333333333,5.86666666666667,4.16666666666667,7.99444444444444
"397",10070,-132.5,52.5,"0.5",2.04,2.98,3.12,4.5,7.1,9.96,12.38,13.36,11.68,8.14,4.44,2.76,6.87166666666667
"398",10071,-126,50,"0.1",0.125,1,1.3,3.25,6.4,9.275,11.6,11.975,9.675,6.125,2.25,0.375,5.27916666666667
"399",10072,-119,35.5,"0.1",8.6,11.5,13.5,16.725,21.1,25.375,28.725,27.85,24.775,19.75,13.125,8.55,18.2979166666667
"400",10073,141,36,"0.5",4.52222222222222,4.93333333333333,7.73333333333333,12.6111111111111,16.7555555555556,19.9444444444444,23.6777777777778,25.5666666666667,22.5777777777778,17.2555555555556,12.2222222222222,7.21111111111111,14.5842592592593
"401",10075,17.25,-32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",10077,-52,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",10078,-52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",10079,-45,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",10081,-51.5,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",10082,49,14.1166666666667,"0.1",24.2,24.5,25.6,27.4,29.5,31,30.4,29.4,28.8,26.7,25.2,24.2,27.2416666666667
"407",10084,-63.5,47.5,"0.5",-8.4,-7.9,-3.2,2.4,8.7,14.6,18.5,17.9,13.2,7.6,2.1,-4.8,5.05833333333333
"408",10085,-59,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",10086,-65.5,43,"0.5",-1.75,-2.25,0.625,4.2,7.6,10.975,12.975,14.075,13.375,10.175,6.225,1.15,6.44791666666667
"410",10087,-68.5,43.5,"0.5",-4.95,-4.15,0.85,6.35,11.95,16.95,20.05,19.5,15.45,9.95,4.5,-2.1,7.8625
"411",10088,-67,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",10089,13.5,55,"0.5",-0.0615384615384615,-0.130769230769231,2.30769230769231,6.03076923076923,10.9461538461538,15.0230769230769,16.7230769230769,16.5692307692308,13.3769230769231,9.33846153846154,4.4,1.61538461538462,8.01153846153846
"413",10090,19,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",10092,-8,62,"0.5",3.15,2.95,3.45,4.75,6.85,9,10.35,10.65,9.05,7.25,4.55,3.35,6.27916666666667
"415",10096,-5,54,"0.5",3.23333333333333,3.2,4.83333333333333,6.75,10,12.95,14.25,13.95,11.8666666666667,9.36666666666667,5.9,4.28333333333333,8.38194444444444
"416",10097,12,57,"0.5",-1.38181818181818,-1.57272727272727,1.29090909090909,5.53636363636364,11.1818181818182,15.3090909090909,16.8545454545455,16.2818181818182,12.9090909090909,8.71818181818182,4.17272727272727,1.03636363636364,7.5280303030303
"417",10098,15,68,"0.1",-2.5,-2.73333333333333,-1.2,1.76666666666667,5.66666666666667,9.3,11.8333333333333,11.7,8.63333333333333,4.8,0.733333333333333,-1.4,3.88333333333333
"418",10100,4,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",10102,-6,58.5,"0.5",3.94285714285714,3.74285714285714,4.8,6.24285714285714,8.88571428571429,11.4,12.5571428571429,12.6857142857143,10.9714285714286,8.91428571428571,5.65714285714286,4.6,7.86666666666667
"420",10103,0,50.5,"0.5",3.73333333333333,4.19166666666667,6,8.6,11.9916666666667,15.1166666666667,16.9166666666667,16.6,14.2333333333333,10.95,7,4.69166666666667,10.0020833333333
"421",10108,5.25,52.5,"0.1",2.2,2.45,4.7,6.05,11.8,14.7,16.45,16.5,14.2,10.7,6.2,3.45,9.11666666666667
"422",10109,9.5,47.5833333333333,"0.1",-0.5,0.95,4.9,8.8,13.25,16.65,18.55,17.95,14.85,9.6,4.45,0.8,9.1875
"423",10110,-2.95,54.3333333333333,"0.1",1.75,2.25,4.35,6.85,10.1,13.2,14.6,14.1,11.75,8.9,4.85,2.55,7.9375
"424",10111,-131,53,"0.5",3.4,4.1,4.6,6,8.33333333333333,10.8666666666667,13.0666666666667,13.8666666666667,12.4333333333333,9.23333333333333,5.86666666666667,4.16666666666667,7.99444444444444
"425",10114,-55,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",10115,-27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",10116,121,22.75,"0.1",15.4,15.6,17.45,19.65,21.75,22.65,23,22.8,22.55,20.85,18.9,16.7,19.775
"428",10117,-79.5,43.6666666666667,"0.1",-5.65,-5,-0.375,6.725,12.875,18.25,21.2,20.275,15.975,10.075,3.95,-2.625,7.97291666666667
"429",10123,-59,44.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",10131,-15,57.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",10133,-70.5,-21,"0.5",21.38,21.33,20.06,18.35,16.79,15.31,14.87,15,16.22,17.16,18.62,20.03,17.9266666666667
"432",10134,15,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",10135,-12,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",10136,-78,-12,"0.5",21.5,22.5,22.2,20.3,18.1,16.6,15.9,15.5,15.5,16.5,18,19.6,18.5166666666667
"435",10137,-74,-38,"0.5",16.4333333333333,16.1666666666667,14.8888888888889,12.9444444444444,11.2,9.92222222222222,9.52222222222222,9.53333333333333,10.3111111111111,11.9111111111111,13.4333333333333,15.1333333333333,12.6166666666667
"436",10138,-10,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",10140,21,57,"0.1",-3.3,-3.4,-0.4,4.7,10.4,14.5,16.5,16.3,12.7,8.3,3.3,-0.7,6.575
"438",10141,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",10142,20,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",10143,-60.5,44.1666666666667,"0.5",-0.5,-1.5,0.5,3.4,6.8,11,15.4,17.4,15.2,10.9,6.6,2.1,7.275
"441",10144,-59,49.4166666666667,"0.5",-7.3,-8.4,-4.9,0.5,5.6,10.8,15.1,14.9,10.7,5.5,1.1,-4.2,3.28333333333333
"442",10148,-63.3333333333333,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",10150,20,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",10151,23,65,"0.5",-11.3,-11.35,-6.35,-0.4,6,12.7,15.3,13.8,8.6,2.7,-3.55,-8.3,1.4875
"445",10152,-128.5,52.5,"0.1",1.875,3.175,4.175,6.125,9.1,11.85,13.95,14.35,12.425,8.725,4.7,2.675,7.76041666666667
"446",10155,2.5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",10156,-162.5,58.5,"0.5",-9.5,-9.45,-6.85,-2.45,4.1,8.85,11.3,10.9,7.5,0.75,-4.3,-8.55,0.191666666666667
"448",10158,-67.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",10160,25,59.75,"0.5",-5.425,-5.89375,-2.33125,3.59375,9.85625,14.76875,16.9,15.80625,11.125,6.15,1,-2.95,5.21666666666667
"450",10162,-69,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",10163,23.5833333333333,57.5,"0.5",-4.55714285714286,-4.64285714285714,-1.01428571428571,5.01428571428571,11.0714285714286,15.3,17.0714285714286,16.6571428571429,12.5,7.7,2.34285714285714,-1.78571428571429,6.3047619047619
"452",10167,-4.48333333333333,54.0833333333333,"0.1",3.4,3.4,5,7,10.2,13.1,14.5,14,11.9,9.5,6,4.4,8.53333333333333
"453",10168,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",10170,-124,49.5,"0.1",2.875,4.175,5.425,7.925,11.525,14.775,17.3,17.4,14.275,9.8,5.7,3.575,9.5625
"455",10171,-126.75,49.5,"0.1",3.5,4.3,4.7,6.4,8.9,11.2,12.9,13.2,11.8,9,5.8,4.2,7.99166666666667
"456",10172,-130.25,54.5,"0.1",-0.75,0.6,2,4.2,7.5,10.5,12.75,13,10.5,6.6,2.1,-0.25,5.72916666666667
"457",10175,15,54.5,"0.5",-2,-1.48333333333333,3.08333333333333,8.1,13.0166666666667,16.6166666666667,18.5833333333333,18.1333333333333,14.6166666666667,10.0166666666667,4.63333333333333,0.666666666666667,8.66527777777778
"458",10176,-136,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",10179,-122.833333333333,48.5,"0.1",4,5.275,6.575,8.7,11.45,13.75,15.325,15.5,13.7,10.1,6.65,4.475,9.625
"460",10180,-126,49,"0.1",4.75,5.5,5.7,7.6,10.2,12.5,14.15,14.55,13.25,10.4,7.35,5.8,9.3125
"461",10181,-8,57,"0.5",4.16666666666667,3.83333333333333,5.06666666666667,6.86666666666667,9.5,12.1,13.3,13.1666666666667,11.3666666666667,9.23333333333333,6.2,4.83333333333333,8.30277777777778
"462",10182,-12,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",10183,124,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",10184,142,44.5,"0.1",-8.3,-8.05,-3.775,3.375,8.775,12.95,17.4,18.85,14.675,8.325,1.325,-4.3,5.10416666666667
"465",10192,-82,45,"0.1",-7,-6.925,-2.55,4.45,9.975,15.125,18.55,18.25,14.4,8.925,2.875,-3.275,6.06666666666667
"466",10195,-59,48,"0.1",-6.3,-7.425,-4.525,0.175,4.625,9.275,13.65,14.425,10.8,5.95,1.55,-3.425,3.23125
"467",10196,-7,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",10201,-10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",10203,-75,35,"0.5",7.2,7.9,11.1,15.4,19.7,23.7,26.1,25.9,23.6,18.6,13.8,9.6,16.8833333333333
"470",10204,-90,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",10205,-10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",10207,179.05,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",10209,-79,-9,"0.5",20.41,21.53,22.02,20.2,18.68,17.15,16.76,16.08,16.41,16.91,17.53,18.93,18.5508333333333
"474",10215,-145,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",10217,-119,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",10218,-135,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",10222,-3,54.3,"0.1",2.1,2.65,4.8,7.3,10.5,13.6,15,14.5,12.1,9.3,5.2,2.9,8.32916666666667
"478",10225,-134.65,56.3833333333333,"0.1",-0.4,1,1.9,3.9,6.9,10,12.2,12.4,10.2,6.5,2.8,1,5.7
"479",10226,-147,60.75,"0.5",-7.14782608695652,-5.5695652173913,-3.16086956521739,1.25217391304348,5.86521739130435,9.79565217391304,11.8173913043478,11.1478260869565,7.76956521739131,2.1,-3.66521739130435,-6.22173913043478,1.99855072463768
"480",10227,-134.633333333333,58.3666666666667,"0.1",-6.1,-4,-1.6,2.3,6.5,10.2,12.1,11.5,8.3,4,-1.4,-4.2,3.13333333333333
"481",10229,143.016666666667,47.2166666666667,"0.1",-14.25,-12.95,-7.2,0.55,5.6,9.85,14.05,15.5,11.75,5.1,-3.05,-9.85,1.25833333333333
"482",10232,-132.2,53.65,"0.1",0.3,2.4,3.2,5.1,8,10.9,13.4,14,12,8.1,4.4,2.2,7
"483",10233,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",10234,-128,53,"0.1",-2.95,-1.2,-0.075,2.6,6.375,9.825,12.425,12.65,9.8,5.5,0.7,-1.625,4.50208333333333
"485",10235,-128.666666666667,54,"0.1",-4.125,-1.325,0.95,4.175,8.275,11.8,14.525,14.425,10.875,5.85,0.5,-2.475,5.2875
"486",10236,-129,53.5,"0.1",-1.65,0.225,1.725,4.2,7.675,10.925,13.375,13.55,10.8,6.525,1.85,-0.575,5.71875
"487",10237,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",10238,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",10239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",10240,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",10241,-128.25,52.75,"0.1",0.1,1.6,2.8,5.1,8.5,11.6,13.9,14.3,11.9,7.8,3.4,1.1,6.84166666666667
"492",10242,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",10243,-132.5,53.25,"0.1",1.05,2.3,2.4,3.85,6.55,9.45,11.95,12.8,11.1,7.55,4,2.3,6.275
"494",10245,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",10246,-127,52.25,"0.1",-3.2,-1.3,0,2.85,6.5,9.8,12.3,12.45,9.6,5.4,0.35,-2.15,4.38333333333333
"496",10247,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",10248,-127.416666666667,51.4666666666667,"0.1",1.1,2.4,3.1,5,7.8,10.5,12.6,12.9,10.8,7.4,3.4,1.6,6.55
"498",10249,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",10250,-131.8,53.1666666666667,"0.1",2.35,3.15,3.75,5.45,8,10.85,13.3,14.2,12.3,8.65,4.8,3.1,7.49166666666667
"500",10251,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",10252,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",10253,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",10254,-127.75,55.5,"0.1",-10.95,-5.95,-1.45,3.6,8.35,12.05,14.5,13.75,9.45,4,-3.05,-7.6,3.05833333333333
"504",10255,-129.416666666667,54.3333333333333,"0.1",-3.4,-1.9,0.05,2.65,6.45,10.05,12.7,12.8,9.35,4.9,-0.45,-3,4.18333333333333
"505",10256,-130.333333333333,54.25,"0.1",0.5,2.1,3.5,5.6,8.55,11.25,13.4,13.7,11.6,8.1,3.65,1.3,6.9375
"506",10257,-152.666666666667,59.5,"0.5",-7.44285714285714,-6.65714285714286,-4.2,0.0285714285714286,5.28571428571429,9.77142857142857,12.2428571428571,11.8,8.07142857142857,1.41428571428571,-3.91428571428571,-6.64285714285714,1.64642857142857
"507",10258,-154,59.4166666666667,"0.1",-7.95,-7.95,-5,-0.7,4.85,9.4,12.1,11.5,7.85,1.2,-3.85,-7.05,1.2
"508",10260,-128,52,"0.1",2.375,3.725,4.625,6.425,9.375,12.075,14.1,14.575,12.675,9.1,5.175,3.2,8.11875
"509",10261,144,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",10262,-152,60,"0.5",-7.11428571428571,-5.71428571428571,-3.35,1.06428571428571,5.79285714285714,9.96428571428571,12.2214285714286,11.9428571428571,8.36428571428571,2.02857142857143,-3.57142857142857,-6.27142857142857,2.11309523809524
"511",10265,-151.25,59.5833333333333,"0.1",-5.4,-4.2,-2.4,1.6,5.6,9.3,11.6,11.6,8.3,2.7,-2,-4.4,2.69166666666667
"512",10266,-151.083333333333,59.25,"0.1",-4.6,-3.8,-2.4,1.1,4.9,8.6,11.1,11.3,8,2.6,-1.6,-3.8,2.61666666666667
"513",10267,-152,60,"0.5",-7.11428571428571,-5.71428571428571,-3.35,1.06428571428571,5.79285714285714,9.96428571428571,12.2214285714286,11.9428571428571,8.36428571428571,2.02857142857143,-3.57142857142857,-6.27142857142857,2.11309523809524
"514",10268,-153.333333333333,57.3333333333333,"0.1",-2.8,-3.25,-2.325,-0.05,3.775,7.45,10.4,10.775,7.8,2.6,-0.5,-2.45,2.61875
"515",10269,-153.333333333333,57.3333333333333,"0.1",-2.8,-3.25,-2.325,-0.05,3.775,7.45,10.4,10.775,7.8,2.6,-0.5,-2.45,2.61875
"516",10271,142.766666666667,48.5666666666667,"0.1",-16.8,-14.4,-8.2,-0.1,4.8,9.1,13.5,15.2,11.5,4.4,-4.8,-12.6,0.133333333333333
"517",10272,-128.783333333333,54.4333333333333,"0.1",-5.1,-2.5,0.2,3.7,7.9,11.6,14.3,14,10.2,5,-0.8,-3.8,4.55833333333333
"518",10275,143.5,46.5,"0.1",-11.5,-11,-5.725,1.675,6.65,10.375,14.65,16.425,13.05,6.775,-0.975,-7.225,2.76458333333333
"519",10278,-135,58.25,"0.1",-4.05,-1.95,-0.15,3.4,7.3,10.8,12.75,12.35,9.25,5.05,0.05,-2.35,4.37083333333333
"520",10279,-151.666666666667,58.3333333333333,"0.1",-1.9,-1.6,-0.5,2,5.3,8.8,11.5,12,9,3.8,0.3,-1.6,3.925
"521",10280,-151.033333333333,59.25,"0.1",-4.6,-3.8,-2.4,1.1,4.9,8.6,11.1,11.3,8,2.6,-1.6,-3.8,2.61666666666667
"522",10281,-152.833333333333,59.25,"0.5",-5.75,-5.275,-3.025,0.725,5.45,9.625,12.225,12.05,8.55,2.3,-2.45,-5.075,2.44583333333333
"523",10282,142,46.3333333333333,"0.1",-10.45,-9.775,-4.825,2.2,7,10.975,15.275,17.125,13.775,7.325,-0.525,-6.575,3.46041666666667
"524",10285,143.133333333333,49.2166666666667,"0.1",-17.4,-14.4,-8.1,0.1,4.9,9.2,13.6,15.5,11.8,4.7,-5,-13.3,0.133333333333333
"525",10286,-151.45,59.2166666666667,"0.1",-4.6,-3.7,-2.2,1.3,5.1,8.9,11.3,11.4,8.2,2.6,-1.6,-3.7,2.75
"526",10287,-152.75,59.4833333333333,"0.5",-7.44285714285714,-6.65714285714286,-4.2,0.0285714285714286,5.28571428571429,9.77142857142857,12.2428571428571,11.8,8.07142857142857,1.41428571428571,-3.91428571428571,-6.64285714285714,1.64642857142857
"527",10288,-133,56,"0.1",-0.35,1.35,2.5,4.825,7.975,11,12.875,13,10.675,7.025,3.15,1.2,6.26875
"528",10289,-153.916666666667,59.4666666666667,"0.1",-7.8,-7.7,-4.8,-0.5,5,9.5,12.2,11.6,8,1.3,-3.7,-6.9,1.35
"529",10290,156.066666666667,53.1666666666667,"0.1",-11.75,-11.65,-8.4,-2.5,2.6,6.6,10.5,11.6,9.15,4.35,-3.15,-8.2,-0.0708333333333334
"530",10293,-151.383333333333,58.9666666666667,"0.5",-4.88666666666667,-4.12666666666667,-2.73333333333333,0.686666666666667,4.61333333333333,8.43333333333333,10.9666666666667,11.0933333333333,7.76,2.18666666666667,-2.02666666666667,-4.09333333333333,2.32277777777778
"531",10294,-151.333333333333,59,"0.1",-3.8,-3,-1.4,2,5.7,9.3,11.7,11.9,8.8,3.3,-0.8,-3,3.39166666666667
